Serial_number:,,,,,,,
2161676,,,,,,,
Project ID:,,,,,,,
,,,,,,,
Location:,82.9850053°W 37.0859945°N ,,,,,,
,,,,,,,
LEVEL,,,,,,,
UNIT: m,,,,,,,
Offset: 0.000000 m,,,,,,,
TEMPERATURE,,,,,,,
UNIT: °C,,,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,,,
16-Nov-24,3:08:58 AM,0,10.094,11.6,,16-11-24 03:08:58,
16-Nov-24,3:23:58 AM,0,10.091,11.5,,16-11-24 03:23:58,
16-Nov-24,3:38:58 AM,0,10.091,11.5,,16-11-24 03:38:58,
16-Nov-24,3:53:58 AM,0,10.091,11.5,,16-11-24 03:53:58,
16-Nov-24,4:08:58 AM,0,10.091,11.5,,16-11-24 04:08:58,
16-Nov-24,4:23:58 AM,0,10.091,11.5,,16-11-24 04:23:58,
16-Nov-24,4:38:58 AM,0,10.089,11.5,,16-11-24 04:38:58,
16-Nov-24,4:53:58 AM,0,10.089,11.4,,16-11-24 04:53:58,
16-Nov-24,5:08:58 AM,0,10.103,11.4,,16-11-24 05:08:58,
16-Nov-24,5:23:58 AM,0,10.103,11.4,,16-11-24 05:23:58,
16-Nov-24,5:38:58 AM,0,10.104,11.4,,16-11-24 05:38:58,
16-Nov-24,5:53:58 AM,0,10.107,11.4,,16-11-24 05:53:58,
16-Nov-24,6:08:58 AM,0,10.106,11.3,,16-11-24 06:08:58,
16-Nov-24,6:23:58 AM,0,10.106,11.3,,16-11-24 06:23:58,
16-Nov-24,6:38:58 AM,0,10.107,11.3,,16-11-24 06:38:58,
16-Nov-24,6:53:58 AM,0,10.112,11.3,,16-11-24 06:53:58,
16-Nov-24,7:08:58 AM,0,10.112,11.3,,16-11-24 07:08:58,
16-Nov-24,7:23:58 AM,0,10.112,11.2,,16-11-24 07:23:58,
16-Nov-24,7:38:58 AM,0,10.115,11.2,,16-11-24 07:38:58,
16-Nov-24,7:53:58 AM,0,10.116,11.2,,16-11-24 07:53:58,
16-Nov-24,8:08:58 AM,0,10.118,11.2,,16-11-24 08:08:58,
16-Nov-24,8:23:58 AM,0,10.118,11.2,,16-11-24 08:23:58,
16-Nov-24,8:38:58 AM,0,10.118,11.2,,16-11-24 08:38:58,
16-Nov-24,8:53:58 AM,0,10.119,11.2,,16-11-24 08:53:58,
16-Nov-24,9:08:58 AM,0,10.119,11.3,,16-11-24 09:08:58,
16-Nov-24,9:23:58 AM,0,10.121,11.3,,16-11-24 09:23:58,
16-Nov-24,9:38:58 AM,0,10.122,11.3,,16-11-24 09:38:58,
16-Nov-24,9:53:58 AM,0,10.125,11.4,,16-11-24 09:53:58,
16-Nov-24,10:08:58 AM,0,10.125,11.4,,16-11-24 10:08:58,
16-Nov-24,10:23:58 AM,0,10.127,11.4,,16-11-24 10:23:58,
16-Nov-24,10:38:58 AM,0,10.127,11.4,,16-11-24 10:38:58,
16-Nov-24,10:53:58 AM,0,10.128,11.5,,16-11-24 10:53:58,
16-Nov-24,11:08:58 AM,0,10.128,11.5,,16-11-24 11:08:58,
16-Nov-24,11:23:58 AM,0,10.128,11.6,,16-11-24 11:23:58,
16-Nov-24,11:38:58 AM,0,10.127,11.6,,16-11-24 11:38:58,
16-Nov-24,11:53:58 AM,0,10.127,11.7,,16-11-24 11:53:58,
16-Nov-24,12:08:58 PM,0,10.127,11.7,,16-11-24 12:08:58,
16-Nov-24,12:23:58 PM,0,10.128,11.8,,16-11-24 12:23:58,
16-Nov-24,12:38:58 PM,0,10.127,11.8,,16-11-24 12:38:58,
16-Nov-24,12:53:58 PM,0,10.127,11.9,,16-11-24 12:53:58,
16-Nov-24,1:08:58 PM,0,10.125,11.9,,16-11-24 13:08:58,
16-Nov-24,1:23:58 PM,0,10.127,12,,16-11-24 13:23:58,
16-Nov-24,1:38:58 PM,0,10.127,12.1,,16-11-24 13:38:58,
16-Nov-24,1:53:58 PM,0,10.127,12.1,,16-11-24 13:53:58,
16-Nov-24,2:08:58 PM,0,10.125,12.1,,16-11-24 14:08:58,
16-Nov-24,2:23:58 PM,0,10.122,12.2,,16-11-24 14:23:58,
16-Nov-24,2:38:58 PM,0,10.122,12.3,,16-11-24 14:38:58,
16-Nov-24,2:53:58 PM,0,10.121,12.4,,16-11-24 14:53:58,
16-Nov-24,3:08:58 PM,0,10.121,12.5,,16-11-24 15:08:58,
16-Nov-24,3:23:58 PM,0,10.121,12.5,,16-11-24 15:23:58,
16-Nov-24,3:38:58 PM,0,10.119,12.5,,16-11-24 15:38:58,
16-Nov-24,3:53:58 PM,0,10.119,12.5,,16-11-24 15:53:58,
16-Nov-24,4:08:58 PM,0,10.116,12.4,,16-11-24 16:08:58,
16-Nov-24,4:23:58 PM,0,10.115,12.2,,16-11-24 16:23:58,
16-Nov-24,4:38:58 PM,0,10.112,12,,16-11-24 16:38:58,
16-Nov-24,4:53:58 PM,0,10.109,11.9,,16-11-24 16:53:58,
16-Nov-24,5:08:58 PM,0,10.107,11.8,,16-11-24 17:08:58,
16-Nov-24,5:23:58 PM,0,10.106,11.7,,16-11-24 17:23:58,
16-Nov-24,5:38:58 PM,0,10.106,11.6,,16-11-24 17:38:58,
16-Nov-24,5:53:58 PM,0,10.103,11.4,,16-11-24 17:53:58,
16-Nov-24,6:08:58 PM,0,10.103,11.3,,16-11-24 18:08:58,
16-Nov-24,6:23:58 PM,0,10.101,11.2,,16-11-24 18:23:58,
16-Nov-24,6:38:58 PM,0,10.1,11.1,,16-11-24 18:38:58,
16-Nov-24,6:53:58 PM,0,10.1,11.1,,16-11-24 18:53:58,
16-Nov-24,7:08:58 PM,0,10.098,11,,16-11-24 19:08:58,
16-Nov-24,7:23:58 PM,0,10.095,10.9,,16-11-24 19:23:58,
16-Nov-24,7:38:58 PM,0,10.094,10.8,,16-11-24 19:38:58,
16-Nov-24,7:53:58 PM,0,10.092,10.7,,16-11-24 19:53:58,
16-Nov-24,8:08:58 PM,0,10.092,10.6,,16-11-24 20:08:58,
16-Nov-24,8:23:58 PM,0,10.094,10.5,,16-11-24 20:23:58,
16-Nov-24,8:38:58 PM,0,10.091,10.4,,16-11-24 20:38:58,
16-Nov-24,8:53:58 PM,0,10.091,10.4,,16-11-24 20:53:58,
16-Nov-24,9:08:58 PM,0,10.088,10.3,,16-11-24 21:08:58,
16-Nov-24,9:23:58 PM,0,10.086,10.2,,16-11-24 21:23:58,
16-Nov-24,9:38:58 PM,0,10.085,10.1,,16-11-24 21:38:58,
16-Nov-24,9:53:58 PM,0,10.083,10.1,,16-11-24 21:53:58,
16-Nov-24,10:08:58 PM,0,10.083,10,,16-11-24 22:08:58,
16-Nov-24,10:23:58 PM,0,10.082,9.9,,16-11-24 22:23:58,
16-Nov-24,10:38:58 PM,0,10.085,9.9,,16-11-24 22:38:58,
16-Nov-24,10:53:58 PM,0,10.083,9.8,,16-11-24 22:53:58,
16-Nov-24,11:08:58 PM,0,10.085,9.8,,16-11-24 23:08:58,
16-Nov-24,11:23:58 PM,0,10.085,9.8,,16-11-24 23:23:58,
16-Nov-24,11:38:58 PM,0,10.086,9.8,,16-11-24 23:38:58,
16-Nov-24,11:53:58 PM,0,10.086,9.7,,16-11-24 23:53:58,
17-Nov-24,12:08:58 AM,0,10.086,9.7,,17-11-24 00:08:58,
17-Nov-24,12:23:58 AM,0,10.085,9.6,,17-11-24 00:23:58,
17-Nov-24,12:38:58 AM,0,10.085,9.6,,17-11-24 00:38:58,
17-Nov-24,12:53:58 AM,0,10.083,9.6,,17-11-24 00:53:58,
17-Nov-24,1:08:58 AM,0,10.08,9.5,,17-11-24 01:08:58,
17-Nov-24,1:23:58 AM,0,10.08,9.5,,17-11-24 01:23:58,
17-Nov-24,1:38:58 AM,0,10.079,9.4,,17-11-24 01:38:58,
17-Nov-24,1:53:58 AM,0,10.08,9.4,,17-11-24 01:53:58,
17-Nov-24,2:08:58 AM,0,10.079,9.3,,17-11-24 02:08:58,
17-Nov-24,2:23:58 AM,0,10.079,9.3,,17-11-24 02:23:58,
17-Nov-24,2:38:58 AM,0,10.088,9.3,,17-11-24 02:38:58,
17-Nov-24,2:53:58 AM,0,10.089,9.2,,17-11-24 02:53:58,
17-Nov-24,3:08:58 AM,0,10.089,9.2,,17-11-24 03:08:58,
17-Nov-24,3:23:58 AM,0,10.089,9.2,,17-11-24 03:23:58,
17-Nov-24,3:38:58 AM,0,10.088,9.1,,17-11-24 03:38:58,
17-Nov-24,3:53:58 AM,0,10.089,9.1,,17-11-24 03:53:58,
17-Nov-24,4:08:58 AM,0,10.089,9,,17-11-24 04:08:58,
17-Nov-24,4:23:58 AM,0,10.091,9,,17-11-24 04:23:58,
17-Nov-24,4:38:58 AM,0,10.091,8.9,,17-11-24 04:38:58,
17-Nov-24,4:53:58 AM,0,10.092,8.9,,17-11-24 04:53:58,
17-Nov-24,5:08:58 AM,0,10.092,8.8,,17-11-24 05:08:58,
17-Nov-24,5:23:58 AM,0,10.092,8.8,,17-11-24 05:23:58,
17-Nov-24,5:38:58 AM,0,10.092,8.7,,17-11-24 05:38:58,
17-Nov-24,5:53:58 AM,0,10.092,8.7,,17-11-24 05:53:58,
17-Nov-24,6:08:58 AM,0,10.092,8.6,,17-11-24 06:08:58,
17-Nov-24,6:23:58 AM,0,10.094,8.6,,17-11-24 06:23:58,
17-Nov-24,6:38:58 AM,0,10.094,8.5,,17-11-24 06:38:58,
17-Nov-24,6:53:58 AM,0,10.095,8.5,,17-11-24 06:53:58,
17-Nov-24,7:08:58 AM,0,10.097,8.4,,17-11-24 07:08:58,
17-Nov-24,7:23:58 AM,0,10.098,8.4,,17-11-24 07:23:58,
17-Nov-24,7:38:58 AM,0,10.1,8.4,,17-11-24 07:38:58,
17-Nov-24,7:53:58 AM,0,10.101,8.3,,17-11-24 07:53:58,
17-Nov-24,8:08:58 AM,0,10.104,8.3,,17-11-24 08:08:58,
17-Nov-24,8:23:58 AM,0,10.107,8.3,,17-11-24 08:23:58,
17-Nov-24,8:38:58 AM,0,10.109,8.3,,17-11-24 08:38:58,
17-Nov-24,8:53:58 AM,0,10.112,8.3,,17-11-24 08:53:58,
17-Nov-24,9:08:58 AM,0,10.113,8.3,,17-11-24 09:08:58,
17-Nov-24,9:23:58 AM,0,10.116,8.3,,17-11-24 09:23:58,
17-Nov-24,9:38:58 AM,0,10.118,8.3,,17-11-24 09:38:58,
17-Nov-24,9:53:58 AM,0,10.118,8.3,,17-11-24 09:53:58,
17-Nov-24,10:08:58 AM,0,10.119,8.3,,17-11-24 10:08:58,
17-Nov-24,10:23:58 AM,0,10.118,8.3,,17-11-24 10:23:58,
17-Nov-24,10:38:58 AM,0,10.118,8.4,,17-11-24 10:38:58,
17-Nov-24,10:53:58 AM,0,10.118,8.4,,17-11-24 10:53:58,
17-Nov-24,11:08:58 AM,0,10.118,8.6,,17-11-24 11:08:58,
17-Nov-24,11:23:58 AM,0,10.118,8.7,,17-11-24 11:23:58,
17-Nov-24,11:38:58 AM,0,10.115,8.8,,17-11-24 11:38:58,
17-Nov-24,11:53:58 AM,0,10.113,9,,17-11-24 11:53:58,
17-Nov-24,12:08:58 PM,0,10.11,9.1,,17-11-24 12:08:58,
17-Nov-24,12:23:58 PM,0,10.107,9.3,,17-11-24 12:23:58,
17-Nov-24,12:38:58 PM,0,10.106,9.5,,17-11-24 12:38:58,
17-Nov-24,12:53:58 PM,0,10.103,9.7,,17-11-24 12:53:58,
17-Nov-24,1:08:58 PM,0,10.1,9.9,,17-11-24 13:08:58,
17-Nov-24,1:23:58 PM,0,10.098,10.1,,17-11-24 13:23:58,
17-Nov-24,1:38:58 PM,0,10.095,10.3,,17-11-24 13:38:58,
17-Nov-24,1:53:58 PM,0,10.094,10.5,,17-11-24 13:53:58,
17-Nov-24,2:08:58 PM,0,10.092,10.7,,17-11-24 14:08:58,
17-Nov-24,2:23:58 PM,0,10.091,11,,17-11-24 14:23:58,
17-Nov-24,2:38:58 PM,0,10.091,11.3,,17-11-24 14:38:58,
17-Nov-24,2:53:58 PM,0,10.089,11.3,,17-11-24 14:53:58,
17-Nov-24,3:08:58 PM,0,10.089,11.4,,17-11-24 15:08:58,
17-Nov-24,3:23:58 PM,0,10.088,11.5,,17-11-24 15:23:58,
17-Nov-24,3:38:58 PM,0,10.086,11.5,,17-11-24 15:38:58,
17-Nov-24,3:53:58 PM,0,10.085,11.5,,17-11-24 15:53:58,
17-Nov-24,4:08:58 PM,0,10.083,11.5,,17-11-24 16:08:58,
17-Nov-24,4:23:58 PM,0,10.082,11.4,,17-11-24 16:23:58,
17-Nov-24,4:38:58 PM,0,10.08,11.3,,17-11-24 16:38:58,
17-Nov-24,4:53:58 PM,0,10.079,11.2,,17-11-24 16:53:58,
17-Nov-24,5:08:58 PM,0,10.076,11.1,,17-11-24 17:08:58,
17-Nov-24,5:23:58 PM,0,10.074,11,,17-11-24 17:23:58,
17-Nov-24,5:38:58 PM,0,10.076,10.9,,17-11-24 17:38:58,
17-Nov-24,5:53:58 PM,0,10.076,10.8,,17-11-24 17:53:58,
17-Nov-24,6:08:58 PM,0,10.077,10.7,,17-11-24 18:08:58,
17-Nov-24,6:23:58 PM,0,10.076,10.6,,17-11-24 18:23:58,
17-Nov-24,6:38:58 PM,0,10.077,10.5,,17-11-24 18:38:58,
17-Nov-24,6:53:58 PM,0,10.077,10.4,,17-11-24 18:53:58,
17-Nov-24,7:08:58 PM,0,10.08,10.4,,17-11-24 19:08:58,
17-Nov-24,7:23:58 PM,0,10.082,10.3,,17-11-24 19:23:58,
17-Nov-24,7:38:58 PM,0,10.082,10.2,,17-11-24 19:38:58,
17-Nov-24,7:53:58 PM,0,10.08,10.2,,17-11-24 19:53:58,
17-Nov-24,8:08:58 PM,0,10.079,10.1,,17-11-24 20:08:58,
17-Nov-24,8:23:58 PM,0,10.079,10,,17-11-24 20:23:58,
17-Nov-24,8:38:58 PM,0,10.08,10,,17-11-24 20:38:58,
17-Nov-24,8:53:58 PM,0,10.083,9.9,,17-11-24 20:53:58,
17-Nov-24,9:08:58 PM,0,10.086,9.8,,17-11-24 21:08:58,
17-Nov-24,9:23:58 PM,0,10.088,9.8,,17-11-24 21:23:58,
17-Nov-24,9:38:58 PM,0,10.088,9.7,,17-11-24 21:38:58,
17-Nov-24,9:53:58 PM,0,10.088,9.7,,17-11-24 21:53:58,
17-Nov-24,10:08:58 PM,0,10.089,9.6,,17-11-24 22:08:58,
17-Nov-24,10:23:58 PM,0,10.091,9.6,,17-11-24 22:23:58,
17-Nov-24,10:38:58 PM,0,10.089,9.5,,17-11-24 22:38:58,
17-Nov-24,10:53:58 PM,0,10.091,9.5,,17-11-24 22:53:58,
17-Nov-24,11:08:58 PM,0,10.091,9.4,,17-11-24 23:08:58,
17-Nov-24,11:23:58 PM,0,10.092,9.4,,17-11-24 23:23:58,
17-Nov-24,11:38:58 PM,0,10.092,9.3,,17-11-24 23:38:58,
17-Nov-24,11:53:58 PM,0,10.091,9.3,,17-11-24 23:53:58,
18-Nov-24,12:08:58 AM,0,10.088,9.2,,18-11-24 00:08:58,
18-Nov-24,12:23:58 AM,0,10.088,9.2,,18-11-24 00:23:58,
18-Nov-24,12:38:58 AM,0,10.088,9.2,,18-11-24 00:38:58,
18-Nov-24,12:53:58 AM,0,10.088,9.2,,18-11-24 00:53:58,
18-Nov-24,1:08:58 AM,0,10.085,9.1,,18-11-24 01:08:58,
18-Nov-24,1:23:58 AM,0,10.083,9.1,,18-11-24 01:23:58,
18-Nov-24,1:38:58 AM,0,10.083,9.1,,18-11-24 01:38:58,
18-Nov-24,1:53:58 AM,0,10.079,9,,18-11-24 01:53:58,
18-Nov-24,2:08:58 AM,0,10.079,9,,18-11-24 02:08:58,
18-Nov-24,2:23:58 AM,0,10.079,9,,18-11-24 02:23:58,
18-Nov-24,2:38:58 AM,0,10.077,9,,18-11-24 02:38:58,
18-Nov-24,2:53:58 AM,0,10.077,9,,18-11-24 02:53:58,
18-Nov-24,3:08:58 AM,0,10.076,8.9,,18-11-24 03:08:58,
18-Nov-24,3:23:58 AM,0,10.079,8.9,,18-11-24 03:23:58,
18-Nov-24,3:38:58 AM,0,10.076,8.9,,18-11-24 03:38:58,
18-Nov-24,3:53:58 AM,0,10.076,8.9,,18-11-24 03:53:58,
18-Nov-24,4:08:58 AM,0,10.076,8.9,,18-11-24 04:08:58,
18-Nov-24,4:23:58 AM,0,10.076,8.9,,18-11-24 04:23:58,
18-Nov-24,4:38:58 AM,0,10.079,8.9,,18-11-24 04:38:58,
18-Nov-24,4:53:58 AM,0,10.079,8.8,,18-11-24 04:53:58,
18-Nov-24,5:08:58 AM,0,10.08,8.8,,18-11-24 05:08:58,
18-Nov-24,5:23:58 AM,0,10.082,8.8,,18-11-24 05:23:58,
18-Nov-24,5:38:58 AM,0,10.08,8.8,,18-11-24 05:38:58,
18-Nov-24,5:53:58 AM,0,10.079,8.7,,18-11-24 05:53:58,
18-Nov-24,6:08:58 AM,0,10.077,8.7,,18-11-24 06:08:58,
18-Nov-24,6:23:58 AM,0,10.079,8.7,,18-11-24 06:23:58,
18-Nov-24,6:38:58 AM,0,10.08,8.6,,18-11-24 06:38:58,
18-Nov-24,6:53:58 AM,0,10.082,8.6,,18-11-24 06:53:58,
18-Nov-24,7:08:58 AM,0,10.083,8.6,,18-11-24 07:08:58,
18-Nov-24,7:23:58 AM,0,10.082,8.5,,18-11-24 07:23:58,
18-Nov-24,7:38:58 AM,0,10.08,8.5,,18-11-24 07:38:58,
18-Nov-24,7:53:58 AM,0,10.082,8.5,,18-11-24 07:53:58,
18-Nov-24,8:08:58 AM,0,10.083,8.5,,18-11-24 08:08:58,
18-Nov-24,8:23:58 AM,0,10.083,8.5,,18-11-24 08:23:58,
18-Nov-24,8:38:58 AM,0,10.083,8.5,,18-11-24 08:38:58,
18-Nov-24,8:53:58 AM,0,10.083,8.5,,18-11-24 08:53:58,
18-Nov-24,9:08:58 AM,0,10.083,8.5,,18-11-24 09:08:58,
18-Nov-24,9:23:58 AM,0,10.083,8.6,,18-11-24 09:23:58,
18-Nov-24,9:38:58 AM,0,10.085,8.7,,18-11-24 09:38:58,
18-Nov-24,9:53:58 AM,0,10.086,8.8,,18-11-24 09:53:58,
18-Nov-24,10:08:58 AM,0,10.088,9,,18-11-24 10:08:58,
18-Nov-24,10:23:58 AM,0,10.086,9.1,,18-11-24 10:23:58,
18-Nov-24,10:38:58 AM,0,10.088,9.2,,18-11-24 10:38:58,
18-Nov-24,10:53:58 AM,0,10.086,9.3,,18-11-24 10:53:58,
18-Nov-24,11:08:58 AM,0,10.082,9.5,,18-11-24 11:08:58,
18-Nov-24,11:23:58 AM,0,10.083,9.7,,18-11-24 11:23:58,
18-Nov-24,11:38:58 AM,0,10.08,9.8,,18-11-24 11:38:58,
18-Nov-24,11:53:58 AM,0,10.079,10,,18-11-24 11:53:58,
18-Nov-24,12:08:58 PM,0,10.076,10.2,,18-11-24 12:08:58,
18-Nov-24,12:23:58 PM,0,10.073,10.3,,18-11-24 12:23:58,
18-Nov-24,12:38:58 PM,0,10.071,10.4,,18-11-24 12:38:58,
18-Nov-24,12:53:58 PM,0,10.071,10.6,,18-11-24 12:53:58,
18-Nov-24,1:08:58 PM,0,10.07,10.8,,18-11-24 13:08:58,
18-Nov-24,1:23:58 PM,0,10.067,11,,18-11-24 13:23:58,
18-Nov-24,1:38:58 PM,0,10.065,11.2,,18-11-24 13:38:58,
18-Nov-24,1:53:58 PM,0,10.062,11.4,,18-11-24 13:53:58,
18-Nov-24,2:08:58 PM,0,10.062,11.5,,18-11-24 14:08:58,
18-Nov-24,2:23:58 PM,0,10.059,11.5,,18-11-24 14:23:58,
18-Nov-24,2:38:58 PM,0,10.055,11.5,,18-11-24 14:38:58,
18-Nov-24,2:53:58 PM,0,10.055,11.5,,18-11-24 14:53:58,
18-Nov-24,3:08:58 PM,0,10.053,11.5,,18-11-24 15:08:58,
18-Nov-24,3:23:58 PM,0,10.056,11.6,,18-11-24 15:23:58,
18-Nov-24,3:38:58 PM,0,10.056,11.6,,18-11-24 15:38:58,
18-Nov-24,3:53:58 PM,0,10.059,11.6,,18-11-24 15:53:58,
18-Nov-24,4:08:58 PM,0,10.059,11.6,,18-11-24 16:08:58,
18-Nov-24,4:23:58 PM,0,10.059,11.6,,18-11-24 16:23:58,
18-Nov-24,4:38:58 PM,0,10.061,11.6,,18-11-24 16:38:58,
18-Nov-24,4:53:58 PM,0,10.059,11.6,,18-11-24 16:53:58,
18-Nov-24,5:08:58 PM,0,10.058,11.6,,18-11-24 17:08:58,
18-Nov-24,5:23:58 PM,0,10.056,11.5,,18-11-24 17:23:58,
18-Nov-24,5:38:58 PM,0,10.056,11.5,,18-11-24 17:38:58,
18-Nov-24,5:53:58 PM,0,10.052,11.5,,18-11-24 17:53:58,
18-Nov-24,6:08:58 PM,0,10.05,11.4,,18-11-24 18:08:58,
18-Nov-24,6:23:58 PM,0,10.049,11.4,,18-11-24 18:23:58,
18-Nov-24,6:38:58 PM,0,10.047,11.3,,18-11-24 18:38:58,
18-Nov-24,6:53:58 PM,0,10.047,11.3,,18-11-24 18:53:58,
18-Nov-24,7:08:58 PM,0,10.046,11.2,,18-11-24 19:08:58,
18-Nov-24,7:23:58 PM,0,10.044,11.2,,18-11-24 19:23:58,
18-Nov-24,7:38:58 PM,0,10.043,11.2,,18-11-24 19:38:58,
18-Nov-24,7:53:58 PM,0,10.04,11.1,,18-11-24 19:53:58,
18-Nov-24,8:08:58 PM,0,10.04,11.1,,18-11-24 20:08:58,
18-Nov-24,8:23:58 PM,0,10.038,11,,18-11-24 20:23:58,
18-Nov-24,8:38:58 PM,0,10.041,11,,18-11-24 20:38:58,
18-Nov-24,8:53:58 PM,0,10.038,10.9,,18-11-24 20:53:58,
18-Nov-24,9:08:58 PM,0,10.038,10.9,,18-11-24 21:08:58,
18-Nov-24,9:23:58 PM,0,10.037,10.9,,18-11-24 21:23:58,
18-Nov-24,9:38:58 PM,0,10.038,10.9,,18-11-24 21:38:58,
18-Nov-24,9:53:58 PM,0,10.037,10.8,,18-11-24 21:53:58,
18-Nov-24,10:08:58 PM,0,10.038,10.8,,18-11-24 22:08:58,
18-Nov-24,10:23:58 PM,0,10.035,10.8,,18-11-24 22:23:58,
18-Nov-24,10:38:58 PM,0,10.032,10.7,,18-11-24 22:38:58,
18-Nov-24,10:53:58 PM,0,10.031,10.7,,18-11-24 22:53:58,
18-Nov-24,11:08:58 PM,0,10.029,10.7,,18-11-24 23:08:58,
18-Nov-24,11:23:58 PM,0,10.028,10.7,,18-11-24 23:23:58,
18-Nov-24,11:38:58 PM,0,10.026,10.6,,18-11-24 23:38:58,
18-Nov-24,11:53:58 PM,0,10.029,10.6,,18-11-24 23:53:58,
19-Nov-24,12:08:58 AM,0,10.032,10.6,,19-11-24 00:08:58,
19-Nov-24,12:23:58 AM,0,10.031,10.6,,19-11-24 00:23:58,
19-Nov-24,12:38:58 AM,0,10.028,10.5,,19-11-24 00:38:58,
19-Nov-24,12:53:58 AM,0,10.029,10.5,,19-11-24 00:53:58,
19-Nov-24,1:08:58 AM,0,10.028,10.5,,19-11-24 01:08:58,
19-Nov-24,1:23:58 AM,0,10.031,10.5,,19-11-24 01:23:58,
19-Nov-24,1:38:58 AM,0,10.032,10.5,,19-11-24 01:38:58,
19-Nov-24,1:53:58 AM,0,10.029,10.4,,19-11-24 01:53:58,
19-Nov-24,2:08:58 AM,0,10.026,10.4,,19-11-24 02:08:58,
19-Nov-24,2:23:58 AM,0,10.026,10.4,,19-11-24 02:23:58,
19-Nov-24,2:38:58 AM,0,10.025,10.3,,19-11-24 02:38:58,
19-Nov-24,2:53:58 AM,0,10.022,10.3,,19-11-24 02:53:58,
19-Nov-24,3:08:58 AM,0,10.019,10.2,,19-11-24 03:08:58,
19-Nov-24,3:23:58 AM,0,10.016,10.2,,19-11-24 03:23:58,
19-Nov-24,3:38:58 AM,0,10.016,10.2,,19-11-24 03:38:58,
19-Nov-24,3:53:58 AM,0,10.011,10.1,,19-11-24 03:53:58,
19-Nov-24,4:08:58 AM,0,10.01,10.1,,19-11-24 04:08:58,
19-Nov-24,4:23:58 AM,0,10.008,10,,19-11-24 04:23:58,
19-Nov-24,4:38:58 AM,0,10.008,10,,19-11-24 04:38:58,
19-Nov-24,4:53:58 AM,0,10.008,10,,19-11-24 04:53:58,
19-Nov-24,5:08:58 AM,0,10.008,10,,19-11-24 05:08:58,
19-Nov-24,5:23:58 AM,0,10.008,10,,19-11-24 05:23:58,
19-Nov-24,5:38:58 AM,0,10.005,9.9,,19-11-24 05:38:58,
19-Nov-24,5:53:58 AM,0,10.005,9.9,,19-11-24 05:53:58,
19-Nov-24,6:08:58 AM,0,10.004,9.9,,19-11-24 06:08:58,
19-Nov-24,6:23:58 AM,0,10.014,10,,19-11-24 06:23:58,
19-Nov-24,6:38:58 AM,0,10.013,10,,19-11-24 06:38:58,
19-Nov-24,6:53:58 AM,0,10.013,10,,19-11-24 06:53:58,
19-Nov-24,7:08:58 AM,0,10.016,10,,19-11-24 07:08:58,
19-Nov-24,7:23:58 AM,0,10.019,10,,19-11-24 07:23:58,
19-Nov-24,7:38:58 AM,0,10.019,10,,19-11-24 07:38:58,
19-Nov-24,7:53:58 AM,0,10.023,10.1,,19-11-24 07:53:58,
19-Nov-24,8:08:58 AM,0,10.022,10.1,,19-11-24 08:08:58,
19-Nov-24,8:23:58 AM,0,10.022,10.1,,19-11-24 08:23:58,
19-Nov-24,8:38:58 AM,0,10.025,10.1,,19-11-24 08:38:58,
19-Nov-24,8:53:58 AM,0,10.029,10.1,,19-11-24 08:53:58,
19-Nov-24,9:08:58 AM,0,10.035,10.1,,19-11-24 09:08:58,
19-Nov-24,9:23:58 AM,0,10.035,10.2,,19-11-24 09:23:58,
19-Nov-24,9:38:58 AM,0,10.034,10.2,,19-11-24 09:38:58,
19-Nov-24,9:53:58 AM,0,10.034,10.3,,19-11-24 09:53:58,
19-Nov-24,10:08:58 AM,0,10.038,10.4,,19-11-24 10:08:58,
19-Nov-24,10:23:58 AM,0,10.047,10.6,,19-11-24 10:23:58,
19-Nov-24,10:38:58 AM,0,10.046,10.7,,19-11-24 10:38:58,
19-Nov-24,10:53:58 AM,0,10.049,10.8,,19-11-24 10:53:58,
19-Nov-24,11:08:58 AM,0,10.044,10.8,,19-11-24 11:08:58,
19-Nov-24,11:23:58 AM,0,10.044,10.9,,19-11-24 11:23:58,
19-Nov-24,11:38:58 AM,0,10.04,11,,19-11-24 11:38:58,
19-Nov-24,11:53:58 AM,0,10.04,11.2,,19-11-24 11:53:58,
19-Nov-24,12:08:58 PM,0,10.04,11.3,,19-11-24 12:08:58,
19-Nov-24,12:23:58 PM,0,10.04,11.4,,19-11-24 12:23:58,
19-Nov-24,12:38:58 PM,0,10.04,11.5,,19-11-24 12:38:58,
19-Nov-24,12:53:58 PM,0,10.034,11.6,,19-11-24 12:53:58,
19-Nov-24,1:08:58 PM,0,10.031,11.6,,19-11-24 13:08:58,
19-Nov-24,1:23:58 PM,0,10.026,11.7,,19-11-24 13:23:58,
19-Nov-24,1:38:58 PM,0,10.028,11.8,,19-11-24 13:38:58,
19-Nov-24,1:53:58 PM,0,10.026,11.8,,19-11-24 13:53:58,
19-Nov-24,2:08:58 PM,0,10.025,11.9,,19-11-24 14:08:58,
19-Nov-24,2:23:58 PM,0,10.025,11.9,,19-11-24 14:23:58,
19-Nov-24,2:38:58 PM,0,10.022,12,,19-11-24 14:38:58,
19-Nov-24,2:53:58 PM,0,10.02,12,,19-11-24 14:53:58,
19-Nov-24,3:08:58 PM,0,10.019,12.1,,19-11-24 15:08:58,
19-Nov-24,3:23:58 PM,0,10.019,12.1,,19-11-24 15:23:58,
